"meta" "author" "typestudy" "doi" "year" "journal" "h" "IF" "h5" "typepaper" "typecat" "no" "dv" "nc" "nt" "n" "effest" "efftype" "z" "comm1" "ncnew" "ntnew" "nnew" "mc" "mt" "sdc" "sdt" "efftypenew" "effestnew" "znew" "disc" "disccat" "info" "ndisc" "macomm" "comm2"
"Crook" "Carmeli" "Outlier" "10.1002/smj.428" 2004 "Scandinavian Journal of Management" 34 1.076 25 "article" 0 "0" "Correlation Strategic human capital and self income ratio/collecting efficiency ratio" NA NA 98 0.4 "r" 0.423648930193602 "Table 1. Self income ratio and efficience ratio = financial performance. Correlation financial performance and HC: \"Human capital is significantly and positively associated with financial performance (r = .40, p < 0.001)\"" NA NA 98 NA NA NA NA "r" "0.4" 0.423648930193602 0 0 0 0 NA NA
"Crook" "Carpenter" "Regular" "10.2307/3069366" 2001 "Academy of Management Journal" 227 6.233 77 "article" 0 "0" "Correlation CEO international assignment experience and ROA/Stock market returns" NA NA 245 0.11 "r" 0.110446915790097 "Table 1, row 4. Correlation CEO international assignment experience with ROA (r = .11) and stock market returns (r = .10). Average is total effect." NA NA 245 NA NA NA NA "r" "0.105" 0.105388447838499 -0.0050584679515981 0 0 0 NA NA
"Crook" "De Carolis" "Regular" "10.1111/j.1540-6520.2009.00302.x" 2009 "Entrepreneurship Theory and Practice" 80 3.414 59 "article" 0 "0" "Correlation education/relational capital and progression of new venture creation." NA NA 269 0.22 "r" 0.223656109021832 "Table 1, row 10. Correlation progress of a new venture with education (r = .05) and with relational capital (r = .36). Mean is total effect." NA NA 269 NA NA NA NA "r" "0.20499999999999999" 0.207946365635212 -0.0157097433866203 0 0 0 NA NA
"Crook" "Edelman" "Outlier" "10.1016/j.jbusvent.2004.01.004" 2005 "Journal of Business Venturing" 116 4.204 63 "article" 0 "0" "Correlation managerial talent and change in return on sales." NA NA 192 0.01 "r" 0.0100003333533347 "Table 1, bottom row. Correlation change in return on sales with interpersonal skills (r = .012) and with business skills (r = .013). Mean is total effect." NA NA 192 NA NA NA NA "r" "1.2500000000000001E-2" 0.0125006511027086 0.00250031774937389 0 0 0 NA NA
"Crook" "Frese" "Outlier" "10.1037/0021-9010.92.6.1481" 2007 "Journal of Applied Psychology" 195 3.81 69 "article" 0 "0" "Correlation cognitive ability/human capital and growth/expert evaluation/interviewer evaluation." NA NA 117 0.38 "r" 0.400059650056057 "Table 2, south african sample. Correlation cognitive ability with growth (r = .19), with expert evaluation (r = .46) and with interviewer evaluation (r = .54). Correlation human capital with growth (r = .22), with expert evaluation (r = .42) and with interviewer evaluation (r = .45). Mean of these correlations is total effect." NA NA 117 NA NA NA NA "r" "0.38" 0.400059650056056 -4.9960036108132e-16 0 0 0 NA NA
"Crook" "Garg" "Regular" "10.1002/smj.335" 2003 "Strategic Management Journal" 199 3.38 71 "article" 0 "0" "Correlation of Level of scanning and accounting return/sales growth/overall performance." NA NA 105 0.09 "r" 0.0902441878561468 "Table 3., column 2 Correlation scanning level with accounting return (r = .06), with sales growth (r = .09) and with overall performance (r = .13). Mean is total effect." NA NA 105 NA NA NA NA "r" "9.3333333333333338E-2" 0.0936057710440732 0.0033615831879264 0 0 0 NA NA
"Crook" "Hmieleski" "Regular" "10.5465/AMJ.2009.41330755" 2009 "Academy of Management Journal" 227 6.233 77 "article" 0 "0" "Correlation of education and entrepreneurial experience and revenue growth/employment growth" NA NA 201 0.05 "r" 0.0500417292784913 "Table 1., column 6 and 8. Correlation revenue growth with education (r = .09) and with entrepreneurial experience (r = .06). Correlation employment growth with education (r = .04) and with entrepreneurial experience (r = .02). Mean is total effect." NA NA 201 NA NA NA NA "r" "5.2499999999999998E-2" 0.0525483142999775 0.00250658502148623 0 0 0 NA NA
"Crook" "Kor Leblebici" "Outlier" "10.1002/smj.485" 2005 "Strategic Management Journal" 199 3.38 71 "article" 0 "0" "Correlation of human capital leverage and profit per partner." NA NA 105 0.56 "r" 0.632833186665638 "Table 2, row 15, column 1." NA NA 105 NA NA NA NA "r" "0.56000000000000005" 0.632833186665638 0 0 0 0 NA NA
"Crook" "Kor Mahoney" "Regular" "10.1002/smj.459" 2005 "Strategic Management Journal" 199 3.38 71 "article" 0 "0" "Correlation Top management firm-specific experience and Tobin's Q." NA NA 60 -0.07 "r" -0.0701146706543252 "Table 1, Firm specific experience of top managers." NA NA 60 NA NA NA NA "r" "-7.0000000000000007E-2" -0.0701146706543252 0 0 0 0 NA NA
"Crook" "Lee" "Outlier" "10.1002/smj.181" 2001 "Strategic Management Journal" 199 3.38 71 "article" 0 "0" "Correlation between internal capabilities and sales growth." NA NA 137 0.47 "r" 0.510070336613307 "Table 1. Correlation sales growth with entrepreneurial orientation of the firm (r = .47), with technological capabilities (r = .45) and financial (r = .76). Mean is total effect." NA NA 137 NA NA NA NA "r" "0.56000000000000005" 0.632833186665638 0.122762850052331 3 1 0 NA "MA indicates \"internal capababilites\" as one correlate. This is defined in the primary articles as entrepreneurial orientation, technological capabilities, AND financial resources invested (p. 625). However, including the last leads to a result that is relatively far away from the reported result."
"Crook" "Nixon" "Regular" "10.1002/smj.423" 2004 "Strategic Management Journal" 199 3.38 71 "article" 0 "0" "Correlation Level of downsizing/reallocation
strategy/disengagement incentive and Market valuation of the firm" NA NA 364 0.18 "r" 0.181982688600706 "The dependent variable is market valuation of the firm, operationalized as the cumulative abnor mal daily stock returns (CAR) observed at the time of the downsizing announcement. Table 1. Mean Level of downsizing (-.10), reallocation strategy (.14), disengagement incentive (.03) chosen. Market valuation of the firm\" = \"Market performance\"" NA NA 364 NA NA NA NA "r" "2.3333E-2" 0.0233372357701539 -0.158645452830552 3 1 0 NA "There is a clear indication from MA which variables should be included, yet effect is different."
"Crook" "Ployhart" "Outlier" "10.5465/AMJ.2009.44635041" 2009 "Academy of Management Journal" 227 6.233 77 "article" 0 "0" "Correlation between unit service orientation and performance" NA NA 1255 0.02 "r" 0.0200026673068496 "Table 1. Correlation unit service orientation 1 with same store sales 2 (r = 0), same store sales 3 (r = -.01) and same store sales 4 (r = -.03); correlation unit service orientation 1 with adjusted controllable profit 2 (r = -.04), adjustable controllable profit 3 (r = -.04) and adjustable controllable profit 4 ( r= -.02); correlation unit service orientation 1 with  sales/employee 2 (r = -.02), sales/employee 3 (r = -.02) and sales/employee 4 (r = .02). Correlation unit service orientation 2 with the same variables (r = .02 (same store sales 2) / 0 (same store sales 3) / .01 (same store sales 4) / .05 (adjustable controllable profit 2) / .05  (adjustable controllable profit 3) / .07  (adjustable controllable profit 4) / .06 (sales/employee 2) / .06 (sales/employee 3) / .08 (sales/employee 4)). Correlation unit service orientation 3 with the same variables (r = .07 (same store sales 2) / .04 (same store sales 3) / .01 (same store sales 4) / .02 (adjustable controllable profit 2) / 0 (adjustable controllable profit 3) / .04 (adjustable controllable profit 4) / .05 (sales/employee 2) / .02 (sales/employee 3) / .07 (sales/employee 4)). Mean of all correlations is the total effect." NA NA 1255 NA NA NA NA "r" "2.0740740740740744E-2" 0.0207437155809861 0.000741048274136527 0 3 0 NA "Outcome is not clear - we included all correlations (ie 1 with 2-3-4, 2 with 2-3-4, 3 with 2-3-4), but it is unclear if all should be included, and if all variables should be included."
"Crook" "Powell" "Regular" "10.1002/(SICI)1097-0266(199705)18:5 375::AID-SMJ876 3.0.CO;2-7" 1997 "Strategic Management Journal" 199 3.38 71 "article" 0 "0" "Correlation IT training and IT performance/Overall performance." NA NA 65 0.38 "r" 0.400059650056057 "Table in Appendix. Column 9, bottom 2 rows. Mean IT performance (0.5) and overall performance (0.26)" NA NA 65 NA NA NA NA "r" "0.38" 0.400059650056056 -4.9960036108132e-16 0 0 0 NA NA
"Crook" "Roth" "Regular" "10.2307/256733" 1995 "Academy of Management Journal" 227 6.233 77 "article" 0 "0" "Correlation Locus of control: information-gathering
style/information evaluation style/broad-based experience, marketing/management, technical management/core business experience/international experience and income growth." NA NA 74 0.01 "r" 0.0100003333533347 "Table 2, bottom row. Mean Locus of control (-.11) information-gathering
style (.15), information evaluation style (.01), broad-based experience (-.09), marketing/management (.05), technical management (-.12) core business experience (.13) international experience (.08)" NA NA 74 NA NA NA NA "r" "1.2500000000000001E-2" 0.0125006511027086 0.00250031774937389 0 0 0 NA NA
"Crook" "Schlemmer" "Outlier" "10.1080/10196780600999924" 2006 "Electronic Markets" 13 1.404 18 "article" 0 "0" "Correlation Integration and Internet performance/Financial performance." NA NA 106 0.38 "r" 0.400059650056057 "Table 3, row intgr. Mean of internet performance (.431) and financial performance (.331)" NA NA 106 NA NA NA NA "r" "0.38100000000000001" 0.401228940362348 0.00116929030629104 0 0 0 NA NA
"Crook" "Takeuchi" "Outlier" "10.1037/0021-9010.92.4.1069" 2007 "Journal of Applied Psychology" 195 3.81 69 "article" 0 "0" "Correlation Collective human capital and Relative establishment performance." NA NA 76 0.56 "r" 0.632833186665638 "Table 2, bottom row, column 15." NA NA 76 NA NA NA NA "r" "0.56000000000000005" 0.632833186665638 0 0 0 0 NA NA
"Crook" "Thompson" "Regular" "10.1080/09585190500120806" 2005 "nternational Journal of Human Resource Management" 73 1.262 41 "article" 0 "0" "Correlation Management capabilities and value added per employee." NA NA 78 0.01 "r" 0.0100003333533347 "Table 1, row 4 column 1. Management capabilities = MC General" NA NA 78 NA NA NA NA "r" "0.01" 0.0100003333533348 7.11236625150491e-17 0 0 0 NA NA
"Crook" "Van Iddekinge" "Regular" "10.1037/a0014453" 2009 "Journal of Applied Psychology" 195 3.81 69 "article" 0 "0" "Correlation Human Capital (Selection) with Retention, customer service performance (CSP), and profits." NA NA 861 0.14 "r" 0.140925576070494 "Table 1. Human capital = selection. Mean of selection1+CSP1+Retention1+Profits1+Training1 (.12, .13, .06, .19) Selection2+2+2+2+2 (.17,.19,.05, .16), Selection3+3+3+3+3 (.15, .21, .10, .19),Selection 4+4+4+4+4 (.19, .20, .12,.21), Selection 5+5+5+5+5 (.18, .19, .08,.23), Selection 6+6+6+6+6 (.16, .23, .15,.20). Total effect is r = 0.160833333333333." NA NA 861 NA NA NA NA "r" "0.16083333333333336" 0.162242040530622 0.0213164644601278 1 3 0 NA "Human capital should also include training (p. 831 in primary paper)."
"Crook" "Wang" "Regular" "10.1002/smj.787" 2009 "Strategic Management Journal" 199 3.38 71 "article" 0 "0" "Correlation Self patent citations and Log of Tobin's Q." NA NA 211 0.15 "r" 0.151140435936467 "Table 1, 1*2 (share of self-cites)" NA NA 211 NA NA NA NA "r" "0.15" 0.151140435936467 -2.22044604925031e-16 0 0 0 NA NA
"Crook" "Wright" "Outlier" "10.1111/j.1540-6520.2007.00219.x" 2008 "Entrepreneurship Theory and Practice" 80 3.414 59 "article" 0 "0" "Correlation Business knowledge/Academic knowledge/Previous ownership of SMEs, and Employment growth/Firm performance." NA NA 349 0.04 "r" 0.0400213538367683 "Table 2. Academic knowledge = education abroad (-0.098), no of patents (0.217). Business knowledge = practical knowledge from abroad (0.046), experience in MNCs (0.142), previous ownership abroad (-0.066), business networks abroad (0.007)." NA NA 349 NA NA NA NA "r" "4.1333333333333326E-2" 0.0413568960593196 0.00133554222255128 0 3 0 NA "Not clear what variable MA is indicating by \"firm performance\". Business knowledge = Practical business knowledge from abroad + experience in MNCs + previous ownership abroad + business networks abroad. Academic knowledge = education abroad + no. of patents. The MA authors report using firm performance, but no clear estimates on it. Maybe employee growth = firm performance?"
"de Wit" "Ensley" "Regular" "10.1016/j.respol.2005.05.008" 2005 "Entrepreneurship Theory and Practice" 160 3.414 59 "article" 0 "0" "Correlation group cohesion and relationship conflict." NA NA 256 -0.21 "r" -0.21317134656486 "Table 1 (5-7)" NA NA 102 NA NA NA NA "r" "-0.21" -0.21317134656486 2.4980018054066e-16 0 0 154 "Reported N in MA too large" NA
"de Wit" "Farh" "Regular" "10.1037/a0020015" 2010 "Journal of Applied Psychology" 195 3.81 69 "article" 0 "0" "Correlation team creativity and relationship conflict." NA NA 71 -0.08 "r" -0.0801713250375897 "\"Relationship conflict had a negative but nonsignificant association (r = -.08) […] with team creativity.\" Also Table 1" NA NA 71 NA NA NA NA "r" "-0.08" -0.0801713250375897 0 0 0 0 NA NA
"de Wit" "Hinds" "Regular" "10.1287/orsc.1050.0122" 2005 "Organization Science" 167 3.36 67 "article" 0 "0" "Correlation performance and interpersonal conflict." NA NA 35 -0.12 "r" -0.120581028408444 "Table 2 bottom row" NA NA 35 NA NA NA NA "r" "-0.12" -0.120581028408444 0 0 0 0 NA NA
"de Wit" "Janssen" "Outlier" "10.1016/S0149-2063(99)80006-3" 1999 "Journal of Management" 145 6.051 79 "article" 0 "0" "Correlation decision quality and person conflict." NA NA 102 -0.51 "r" -0.562729769352149 "Table 1" NA NA 102 NA NA NA NA "r" "-0.51" -0.562729769352149 0 0 0 0 NA NA
"de Wit" "Jehn" "Outlier" "10.1007/s10726-008-9107-0" 2008 "Group Decision and Negotiation," 43 1.312 22 "article" 0 "0" "Correlation performance and relationship conflict." NA NA 53 0.22 "r" 0.223656109021832 "Table 4 bottom row" NA NA 53 NA NA NA NA "r" "0.22" 0.223656109021832 3.88578058618805e-16 0 0 0 NA NA
"de Wit" "Jordan" "Regular" "10.1207/s15327043hup1702_4" 2004 "Human performance" 54 0.977 40 "article" 0 "0" "Correlation performance-team and relationship conflict." NA NA 108 -0.13 "r" -0.130739850028878 "Table 2 bottom row column 5" NA NA 108 NA NA NA NA "r" "-0.13" -0.130739850028878 -3.88578058618805e-16 0 0 0 NA NA
"de Wit" "Konradt" "Regular" "10.1080/13594320701693225" 2009 "European Journal of Work and Organizational Psychology" 37 2.208 33 "article" 0 "0" "Correlation team performance and relationship conflicts." NA NA 40 -0.25 "r" -0.255412811882995 "Table 2 bottom row" NA NA 40 NA NA NA NA "r" "-0.25" -0.255412811882995 0 0 0 0 NA NA
"de Wit" "Langfred" "Regular" "10.5465/AMJ.2007.26279196" 2007 "Academy of Management Journal" 227 6.233 77 "article" 0 "Aggregated over time 1 and 2" "Correlation performance and relationship conflict." NA NA 31 -0.4 "r" -0.423648930193602 "Table 1. Mean of relationship time 1 (-.41) and time 2 (-.39)." NA NA 31 NA NA NA NA "r" "-0.4" -0.423648930193602 0 0 0 0 NA NA
"de Wit" "Li" "Outlier" "10.5465/AMJ.2005.18803923" 2005 "Academy of Management Journal" 227 6.233 77 "article" 0 "0" "Correlation subsequent performance, 2003 and emotional conflict." NA NA 71 -0.42 "r" -0.447692023527421 "Table 2 bottom row, column 11" NA NA 71 NA NA NA NA "r" "-0.42" -0.447692023527421 0 0 0 0 NA NA
"de Wit" "Mannes" "Outlier" NA 2009 NA NA NA NA "dissertation" 1 "1" "Correlation performance and mean relationship conflict." NA NA 73 0.11 "r" 0.110446915790097 "Table 4, column 1 row 6" NA NA 73 NA NA NA NA "r" "0.11" 0.110446915790097 1.94289029309402e-16 0 0 0 NA NA
"de Wit" "Mohammed" "Outlier" "10.1002/job.293" 2004 "Journal of Organizational Behavior" 119 2.986 51 "article" 0 "Aggregated over time 1 and 2" "Correlation team project scores and relationship conflict" NA NA 45 0.16 "r" 0.161386696131526 "Table 1, bottom row, column 14+15. Mean of relationship conflict time 1 (0.12) and 2 (0.20)" NA NA 45 NA NA NA NA "r" "0.16" 0.161386696131526 -4.9960036108132e-16 0 0 0 NA NA
"de Wit" "Mortensen" "Outlier" NA 2004 "International Journal of Conflict Management" NA 0.744 14 "unpublished manuscript" 1 "0" "Correlation performance and affective conflict." NA NA 43 -0.52 "r" -0.576339754969193 "Table 1. Column 15 row 18" NA NA 43 NA NA NA NA "r" "-0.52" -0.576339754969193 0 0 0 0 NA NA
"de Wit" "Nibler" "Regular" "10.1080/00224540309598467" 2003 "Journal of Social Psychology" 54 0.772 81 "article" 0 "0" "Correlation group effectiveness and relationship conflict." NA NA 50 -0.2 "r" -0.202732554054082 "\"The resulting correlation for relationship conflict and group effectiveness was r = -.20\". P. 624" NA NA 50 NA NA NA NA "r" "-0.2" -0.20273 2.5540540820046e-06 0 0 0 NA "N comes from combining the two groups in the study"
"de Wit" "Stalmeijer" "Regular" "10.1111/j.1365-2923.2007.02898.x" 2007 "Medical Education," 98 3.369 47 "article" 0 "0" "Correlation assessment and relational conflict." NA NA 21 -0.3 "r" -0.309519604203112 "Table 3. Correlation relational conflict 13 - 26 (-0.28, -0.26, -0.76, -0.03, -0.91, -0.15, -0.24, 0.02, -0.08, -0.36, -0.33, -0.45, 0.41, 0.03). Mean is total effect." NA NA 21 NA NA NA NA "r" "-0.24214289999999999" -0.247049233396656 0.0624703708064557 2 3 0 NA "Not clear what the measure for performance is.  Sample size indicates that both groups should be used."
"de Wit" "Thatcher" "Outlier" "10.1023/A:1023325406946" 2003 "Group Decision and Negotiation" 43 1.312 22 "article" 0 "0" "Correlation group performance and relationship conflict." NA NA 79 -0.64 "r" -0.758173744684044 "Table 4" NA NA 79 NA NA NA NA "r" "-0.64" -0.758173744684044 0 0 0 0 NA NA
"de Wit" "Tjosvold" "Regular" "10.1111/j.1740-8784.2006.00040.x" 2006 "Management and Organization Review" 26 2.738 26 "article" 0 "0" "Correlation team effectiveness by managers and relational conflict." NA NA 186 -0.06 "r" -0.0600721559210317 "Table 1, bottom row" NA NA 186 NA NA NA NA "r" "-0.06" -0.0600721559210317 0 0 0 0 NA "Different sample sizes mentioned, followed MA and chose smallest one given."
"de Wit" "Van Woerkom" "Regular" "10.1080/13594320802569514" 2009 "European Journal of Work and Organizational Psychology" 37 2.208 33 "article" 0 "0" "Correlation team performance and relationship conflict." NA NA 84 -0.32 "r" -0.331647108705132 "Table 1" NA NA 84 NA NA NA NA "r" "-0.32" -0.331647108705132 0 0 0 0 NA NA
"de Wit" "Vosdosek" "Outlier" "10.1108/10444060710833469" 2007 "International Journal of Conflict Management" 38 0.744 14 "article" 0 "0" "Correlation perceived performance and relationship conflict." NA NA 76 -0.42 "r" -0.447692023527421 "Table 1, bottom row" NA NA 76 NA NA NA NA "r" "-0.42" -0.447692023527421 0 0 0 0 NA NA
"de Wit" "Wakefield" "Regular" "10.1287/isre.1070.0149" 2008 "Information Systems Research" 116 3.047 50 "article" 0 "0" "Correlation team performance and relationship conflict." NA NA 23 -0.22 "r" -0.223656109021832 "Table 2, RC-Team performance" NA NA 23 NA NA NA NA "r" "-0.22" -0.223656109021832 -3.88578058618805e-16 0 0 0 NA NA
"de Wit" "Wilkens" "Regular" "10.1016/j.jvb.2006.05.005" 2006 "Journal of Vocational Behavior" 101 2.764 51 "article" 0 "0" "Correlation team performance and relationship conflict." NA NA 8 0 "r" 0 "Table 2, bottom row - In-text, p. 518. \"..conflict behavior were not related to group performance.\"" NA NA 8 NA NA NA NA "r" "0" 0 0 0 0 0 NA NA
"de Wit" "Zhu-Shaw" "Regular" "10.1037/a0021340" 2008 NA 195 NA NA "article" 0 "2" "Correlation team performance and relationship conflict." NA NA 103 -0.06 "r" -0.0600721559210317 "Table 3" NA NA 127 NA NA NA NA "r" "-0.06" -0.0600721559210317 0 0 0 -24 "Reported N in MA too small" NA
"Else-quest" "Chow" "Outlier" "10.1016/j.ijhm.2005.03.002" 2006 "International Journal of Hospitality Management" 60 2.061 57 "article" 0 "0" "Females (c) (vs). Males (t) on pride in job" 113 100 213 -0.31 "d" -0.154100416 "Positive value = higher scores for men. Table 3. Correlation gender and pride in job." "113" "100" 213 NA NA NA NA "r" "-0.15" -0.151140435936467 0.00295998006353321 0 0 0 NA NA
"Else-quest" "Denham" "Outlier" "10.1177/1012690210373540" 2010 "International Review for the Sociology of Sport" 30 1.341 24 "article" 0 "0" "Females (c) (vs). Males (t) on national pride" 1414 1114 2528 0.09 "d" 0.044667159 "\"While a higher percentage of male respondents agreed with the statement regarding pride in athletic performance success, the relationship did not exceed chance (<U+03C7>2 = 5.624; d.f. = 3; n = 2528; p = ns).\" Page 464." "1414" "1114" 2528 NA NA NA NA "chisquare" "5.6239999999999997" 0.0472015747625177 0.00253441576251766 0 0 0 NA "Authors transformed chi square statistic with 3 degrees of freedom to cohens d, which is meant for df = 1"
"Else-quest" "Goetz" "Outlier" "10.1080/00220970903292967" 2010 "British Journal of Educational Psychology" 36 2 31 "article" 0 "0" "Women (c) vs Men (t) on pride." 742 945 1687 0.17 "d" 0.084282546 NA "742" "945" 1687 NA NA NA NA "d" "0.17" 0.084282546 0 0 2 0 NA "No statistics regarding gender given, original effect copied"
"Else-quest" "Guimon" "Regular" "10.4321/S0213-61632007000200004" 2007 "European Journal of Psychiatry" 16 0.711 9 "article" 0 "0" "Women (c) vs Men (t) on pride within psychiatric patients group" 44 35 79 -0.25 "d" -0.123869174 NA "44" "35" 79 NA NA NA NA "d" "-0.25" -0.123869174 0 0 2 0 NA "No statistics regarding gender given, original effect copied"
"Else-quest" "Lam" "Regular" "10.1080/01419870802298421" 2009 "Ethnic and Racial Studies" 63 1.07 32 "article" 0 "0" "Women (c) vs Men (t) on ethnic pride." 46 91 137 -0.13 "d" -0.061354999 "Table 1, ethnic pride row. Girls vs boys" "46" "91" 137 "4.5199999999999996" "4.4000000000000004" "0.86" "0.99" "d" "-0.12649579152281304" -0.0597031365679415 0.00165186243205849 0 0 0 NA NA
"Else-quest" "Lee" "Regular" "10.1037/0022-0167.52.1.36" 2005 "Journal of Counseling Psychology," 94 3.149 41 "article" 0 "0" "Women (c) vs Men (t) on pride." 39 43 82 -0.26 "d" -0.129483118 NA NA NA 84 NA NA NA NA "d" "-0.26" -0.129483118 0 0 2 -2 "Reported N in MA too small" "Two genders non-identified, added one for both. No statistics regarding gender given (except means for El-Pride M = 3.7 vs 3.4), original effect copied"
"Else-quest" "O'Connor" "Regular" "10.1016/0740-5472(94)90001-9" 1994 "Journal of Substance Abuse Treatment" 81 2.465 28 "article" 0 "0" "Women (c) vs Men (t) on beta pride." 37 73 110 0.15 "d" 0.070810554 "Table 1, bottom row" "37" "73" 110 "19.649999999999999" "20.100000000000001" "2.72" "3.18" "d" "0.14829829133914577" 0.0700085449897156 -0.000802009010284391 0 0 0 NA NA
"Else-quest" "Pekrun" "Outlier" "10.1037/0022-0663.98.3.583" 2006 "journal of educational psychology" 142 3.256 54 "article" 0 "1" "Women (c) vs Men (t) on pride." 115 72 187 0.47 "d" 0.226754568 "\"Again, there was a gender effect, F(1, 97)  = 11.38, p   .01 (  –.32), indicating that men reported more pride than did women. \"" "115" "72" 187 NA NA NA NA "F" "11.38" 0.244253372672748 0.0174988046727483 0 0 0 NA NA
"Else-quest" "Pollman" "Outlier" "10.1080/03055690701785277" 2008 "Educational Studies" 28 0.721 41 "article" 0 "1" "Women (c) vs Men (t) on national pride." 113 45 158 0.35 "d" 0.157313727 NA NA NA 158 NA NA NA NA "d" "0.35" 0.157313727 0 0 2 0 NA "No statistics regarding gender given, original effect copied"
"Else-quest" "Share-Pour" "Outlier" "10.1080/00224549909598372" 1999 "Journal of Social Psychology" 54 0.772 81 "article" 0 "0" "Women (c) vs Men (t) on ethnic pride." 60 70 130 0.51 "d" 0.25158211 "Table 1, correlation between gender and ethnic pride" "61" "70" 131 NA NA NA NA "r" "0.25" 0.255412811882995 0.00383070188299534 0 3 -1 NA "Primary article does not specify what gender is 0 and what is 1, it is unclear how the MA decided what direction the effect was in. Since we do have the information for the effect, but multiple effects could be appropriate (positive or negative), we coded 3."
"Else-quest" "Sorek" "Outlier" "10.1177/0038038509103204" 2009 "Sociology" 74 1.871 37 "article" 0 "16" "Women (c) vs Men (t) on pride." 500 458 958 -0.15 "d" -0.074857955 NA NA NA 958 NA NA NA NA "d" "-0.15" -0.074857955 0 0 3 0 NA "We don't know which effect we should calculate - nothing regarding gender given in the primary paper, MA is not clear enough which effects. Multiple outcomes possible, multiple groups (without sample size), but there is statistical information available."
"Else-quest" "Sorek" "Regular" "10.1177/0038038509103204" 2009 "Sociology" 74 1.871 37 "article" 0 "23" "Women (c) vs Men (t) on pride." 651 577 1228 0.07 "d" 0.034929291 NA NA NA 1228 NA NA NA NA "d" "7.0000000000000007E-2" 0.034929291 0 0 3 0 NA "We don't know which effect we should calculate - nothing regarding gender given in the primary paper, MA is not clear enough which effects. Multiple outcomes possible, multiple groups (without sample size), but there is statistical information available."
"Else-quest" "Sorek" "Outlier" "10.1177/0038038509103204" 2009 "Sociology" 74 1.871 37 "article" 0 "25" "Women (c) vs Men (t) on pride." 880 589 1469 -0.12 "d" -0.058777133 NA NA NA 1469 NA NA NA NA "d" "-0.12" -0.058777133 0 0 3 0 NA "We don't know which effect we should calculate - nothing regarding gender given in the primary paper, MA is not clear enough which effects. Multiple outcomes possible, multiple groups (without sample size), but there is statistical information available."
"Else-quest" "Sorek" "Outlier" "10.1177/0038038509103204" 2009 "Sociology" 74 1.871 37 "article" 0 "27" "Women (c) vs Men (t) on pride." 513 632 1145 0.2 "d" 0.099295212 NA NA NA 1145 NA NA NA NA "d" "0.2" 0.099295212 0 0 3 0 NA "We don't know which effect we should calculate - nothing regarding gender given in the primary paper, MA is not clear enough which effects. Multiple outcomes possible, multiple groups (without sample size), but there is statistical information available."
"Else-quest" "Sorek" "Regular" "10.1177/0038038509103204" 2009 "Sociology" 74 1.871 37 "article" 0 "4" "Women (c) vs Men (t) on pride." 874 567 1441 -0.1 "d" -0.048832693 NA NA NA 1441 NA NA NA NA "d" "-0.1" -0.048832693 0 0 3 0 NA "We don't know which effect we should calculate - nothing regarding gender given in the primary paper, MA is not clear enough which effects. Multiple outcomes possible, multiple groups (without sample size), but there is statistical information available."
"Else-quest" "Sorek" "Outlier" "10.1177/0038038509103204" 2009 "Sociology" 74 1.871 37 "article" 0 "6" "Women (c) vs Men (t) on pride." 587 593 1180 -0.2 "d" -0.099832793 NA NA NA 1180 NA NA NA NA "d" "-0.2" -0.099832793 0 0 3 0 NA "We don't know which effect we should calculate - nothing regarding gender given in the primary paper, MA is not clear enough which effects. Multiple outcomes possible, multiple groups (without sample size), but there is statistical information available."
"Else-quest" "Stoeber" "Regular" "10.1016/j.paid.2006.11.012" 2007 "Personality and Individual Differences" 108 1.946 55 "article" 0 "0" "Women (c) vs Men (t) on state pride." 75 46 121 0.18 "d" 0.087266107 "Whereas gender did not show any significant correlations with state pride, shame, and guilt ( 0.09 < rs < 0.14, ns) - not specfic enough" "75" "46" 121 NA NA NA NA "d" "0.18" 0.087266107 0 0 2 0 NA "\"State pride\" from the primary article appears to correspond to \"beta pride\" in the MA and \"proness to pride\" in the primary article to \"alpha pride\". We are thus interested in \"state pride\". A range of correlation coefficient is given, but this is not specific enough to calculate an effect."
"Else-quest" "Tracy" "Regular" "10.1037/0022-3514.92.3.506" 2007 "Self and Identity," 271 1.695 23 "article" 0 "7, sample A" "Women (c) vs Men (t) on authentic pride." 235 127 362 0.15 "d" 0.071523419 "\"there were no gender differences in authentic pride in either sample (Ms   3.21 and 3.11 for men and women, respectively, in Sample A,\"" "235" "127" 362 "3.21" "3.11" NA NA "d" "0.15" 0.071523419 0 0 2 0 NA "Only means, no SDs given in primary study."
"Else-quest" "Williams" "Regular" "10.1037/0022-3514.94.6.1007" 2008 "Journal of Personality and Social Psychology" 271 4.736 81 "article" 0 "2" "Women (c) vs Men (t) on pride." 19 10 29 0.36 "d" 0.170288131 NA "19" "10" 29 NA NA NA NA "d" "0.36" 0.170288131 0 0 2 0 NA "No statistics regarding gender given, original effect copied. Also total N copied from MA."
"Else-quest" "Wills" "Regular" "10.1037/0278-6133.26.1.50" 2007 "Health Psychology" 127 3.611 47 "article" 0 "0" "Women (c) vs Men (t) on black pride." 351 312 663 -0.06 "d" -0.029943577 NA "351" "312" 663 NA NA NA NA "d" "-0.06" -0.029943577 0 0 2 0 NA "No statistics regarding gender given, original effect copied. Also total N copied from MA."
