"meta" "author" "no" "dv" "nc" "nt" "n" "effest" "efftype" "z" "comm1" "ncnew" "ntnew" "nnew" "mc" "mt" "sdc" "sdt" "efftypenew" "effestnew" "znew" "disc" "disccat" "info" "ndisc" "macomm" "comm2"
"Benish" "Banks" "0" "Standard treatment (c) vs. Afrocentric treatment (t)" 33 31 64 0.06 "d" 0.029995502 "Table 3. Mean of ABM and SSRS measures is total effect. (ABM, d  = 0.0553175983380645; cooperation, d = -0.227556490592864; assertiveness, d = 0.282074320331011; empathy, d = -0.0193321468942158; self-control, d = -0.011273378145356)" "33" "31" 64 "2.63 / 9.68 / 6.91 / 8.76 / 11.39" "2.65 / 9.13 / 7.48 / 8.71 / 11.36" "0.313 / 2.58 / 2.04 / 2.62 / 2.69" "0.407 / 2.23 / 2.0 / 2.55 / 2.69 / 2.63" "z" 0.00791903794216181 0.00791903794216181 -0.0220764640578382 1 3 0 NA "Primary article appears likely to have miss-reported Mean for Trait anger post afrocentric condition."
"Benish" "Bradley" "0" "Control group (c) vs. Multiple-family group (t)" 25 25 50 0.32 "d" 0.15932508 "Table 3. F-value for BPRS taken." "25" "25" 50 NA NA NA "Na" "F" 5.87 0.342940512281873 0.183615432281873 3 3 0 "MA uses N for all participants (english speaking and vietnamese) rather than only for vietnamese (see table 1). Assuming they also calculate an effect based on this rather than use the effect reported on p. 528" "F-values are for treatment by time interaction, i.e. for the difference in pre-post treatments and group. Several effects calculated, closest one chose."
"Benish" "Costantino" "1" "Art/Play Therapy (c) vs. Adapted cuento (t)" 54 54 108 0.68 "d" 0.333768352 "In text, p. 642. \"(.63SD)\"" "54" "54" 108 NA NA NA NA "d" 0.63 0.310010416495237 -0.0237579355047629 1 3 0 NA "Unclear where MA got sample sizes, primary article only reports that there are 178 participants at follow up but not their division into groups. N copied from MA. The one effect that corresponds to the one reported by the MA (.63SD) cannot be chosen based on the MA's comparison criteria, since the comparison group is a no-intervention rather than unadapted treatment. Instead the comparison for art/play group is chosen with the closest effect size (post-test)."
"Benish" "Feske" "0" "Treatment as usual (c) vs. Prolonged exposure (t)" 12 9 21 0.91 "d" 0.440605003 "Table 1. Mean of cohen's ds for the primary outcomes at posttest (d = 1.19/0.8/0.89) is total effect. Effects aggregated with Mad package in R." "12" "9" 21 NA NA NA NA "d" 0.9539907 0.4561218172512 0.0155168142511997 0 3 0 NA "Not clear why posttest should be chosen rather than follow-up. Exact effect not found. Note the that the sample sizes is ignoring that 3 participants dropped out (unspecified which from which group)"
"Benish" "Huey" "0" "OST-S (c) vs. OST-CA (t)" 10 10 20 0.93 "d" 0.449689893 "Table 1. Average of effect sizes for OST-CA vs. OST-S for all dependent variables taken (d = -0.4/0.26/1.13/1.02/1.29/1.63)" "4" "5" 9 NA NA NA NA "d" 0.821666666666667 0.397720835945845 -0.0519690570541548 1 3 11 "MA reports a total sample size of 20, though there are only 15 participants in the study." "Not clear what the MA has done"
"Benish" "Kohn" "0" "CBT group (c) vs. AACBT group (t)" 10 8 18 0.21 "d" 0.104808013 "Table 2." "10" "8" 18 "12.6" "5.9" NA NA NA NA 0.104808013 0 0 2 0 NA "No SD. Effect copied from Ma."
"Benish" "McCabe" "1" "PCIT (c) vs. GANA (t)" 19 21 40 0.26 "d" 0.12963659 "Table 2. PCIT vs. GANA for all dependent variables(d = -0.279323749590236/ -0.393000766889531 /  -0.123802679869932 / -0.356606607585851 / -0.222222587459396 / -0.241254031773191 / 0.399240551976692 / -0.642376129714351 / -0.195406697414745 / -0.345696983267719 / -0.404231642281166) . Mean of these is total effect. Because the DVs express negative symptoms, the total effect was inversed." "19" "21" 40 "95.44/11.72/5.72/4.67/15.78/48.82/148.82/23.06/18.39/25.33/66.78" "84.3/7.35/5/3/13.5/45.83/156/18.53/17.12/21.65/58.42" "45.2/11.06/5.17/4.68/10.25/13.31/19.9/7.54/7.56/11.1/22.2" "34.4/9.86/5.8/4.59/10.27/11.28/15.84/6.38/5.37/10.17/19.03" "d" 0.254971029442675 0.126998861864508 -0.00263772813549193 0 3 0 NA "No apparent reason for not including observational DVs as well (Table 3.), or father participation and parent satisfaction since these are hypthesized about"
"Benish" "McCabe" "2" "TAU (c) vs. GANA (t)" 18 21 39 0.41 "d" 0.203590639 "Table 2. All dependent variables (d = 0.822318479/0.850489924/0.413370716/0.633947866/0.836933884/1.127394528/-0.905638388/1.195522488/1.081711081/0.958860164/1.165604594). Mean of these is total effect. Because the DVs express negative symptoms, the total effect was inversed." "18" "21" 39 "118.5/15.39/7.38/6.56/23.13/58.73/141.13/28.33/26.33/31.47/86.13" "84.3/7.35/5/3/13.5/45.83/156/18.53/17.12/21.65/58.42" "118.5/15.39/7.38/6.56/23.13/58.73/141.13/28.33/26.33/31.47/86.13" "34.4/9.86/5.8/4.59/10.27/11.28/15.84/6.38/5.37/10.17/19.03" "d" 0.743683212310596 0.362732915528269 0.159142276528269 3 3 0 NA "Same procedure followed as in previous, however, considering the current results it is the incorrect one."
"Benish" "Rossello" "0" "Unclear" 22 19 41 0.53 "d" 0.2619925 NA NA NA NA NA NA NA NA "d" 0.53 0.2619925 0 0 3 NA NA "Effect from MA copied. Primary articles consists of only culturally adapted interventions \"CBT and IPT were culturally and developmentally adapted to Puerto Rican adolescent\", and it is not apparent in the primary article what grouping the sample sizes reported by the MA would correspond to."
"Benish" "Shin" "0" "Control group (c) vs. Experimental group (t)" 24 24 48 0.66 "d" 0.324286295 "In-text, p. 236. Mean of F-values for interaction treatment*time for STI (F = 145.48), FES (F = 6.55) and F-COPES (F = 62.11)." "24" "24" 48 NA NA NA NA "z" 0.886073618533483 0.886073618533483 0.561787323533483 3 3 0 NA "All three measures are hypothesized an the MA should thus count them as primary outcomes for which \"the effect sizes (Cohen's d) and variance were calculated for each outcome measure, within each study before aggregating across outcome variables within each treatment\". This disparity in estimate indicates this was not done, but no other option seems adequate either."
"Benish" "Szapocznik" "0" "SFT (c) vs. BET (t)" 15 16 31 0.31 "d" 0.15438597 "In-test, p. 322. F-value for BIQ time x condition interaction for participants." "15" "16" 31 NA NA NA NA "F" 4.27 0.374878049080417 0.220492079080417 3 3 0 NA "Not clear what MA has done. Relevant values should be timeXcondition interaction F-values, but these seem insufficiently reported. Regardless, it is not clear which outcome measures the MA has used."
"Berry 1" "Bruk-Lee" "0" "Self-report interpesonal CWB (c) vs. Coworker report conflict with coworkers (t)" NA NA 121 0.3 "r" 0.309519604203112 "Table 1. Correlations between 10 and 12 (r = .37), and 11 and 13 (.21). Mean is total effect." NA NA 121 NA NA NA NA "r" 0.29 0.298566263660178 -0.0109533405429336 0 0 0 NA NA
"Berry 1" "De Jonge" "0" "CWB (self-reports) (c) with CWB (corworkers) (t)" NA NA 54 0.46 "r" 0.497311287572031 "Table 1. Correlation between 8 and 7." NA NA 54 NA NA NA NA "r" 0.46 0.497311287572031 0 0 0 0 NA NA
"Berry 1" "Fox" "0" "Incumbent (c) vs. Coworker (t)" NA NA 132 0.3 "r" 0.309519604203112 "Table 3. Incumbent/coworker correlation for CWB-person (r = .47) and CWB-organization (r = .13). Mean is total effect." NA NA 132 NA NA NA NA "r" 0.3 0.309519604203112 0 0 0 0 NA NA
"Berry 1" "Goh" "0" "CWB (S) (c) vs. CWB (P) (t)" NA NA 146 0.42 "r" 0.447692023527421 "Table 4." NA NA 147 NA NA NA NA "r" 0.42 0.447692023527421 0 0 0 -1 NA NA
"Berry 1" "Hung" "0" "Self-rated CWB (c) vs. Supervisor-rated CWB (t)" NA NA 184 0.24 "r" 0.244774112659353 "Table 1. Correlations between self-rated CWB-O and supervisor CWB-O (r = .19) and correlation between self-rated CWB-I and supervisor -rated CWB-I (r = .27). Mean is total effect." NA NA 184 NA NA NA NA "r" 0.23 0.234189466759367 -0.0105846458999862 0 0 0 NA NA
"Berry 1" "Judge" "0" "Workplace deviance - self (c) vs. Workplace deviance - other (t)" NA NA 131 0.2 "r" 0.202732554054082 "Table 3. Correlation between 9 and 10." NA NA 131 NA NA NA NA "r" 0.2 0.202732554054082 0 0 0 0 NA NA
"Berry 1" "Kidwell" "0" "Job neglect, self report (c) vs. Job neglect, supervisor report (t)" NA NA 556 0.15 "r" 0.151140435936467 "Table 1." NA NA 556 NA NA NA NA "r" 0.154 0.155235043730911 0.00409460779444379 0 0 0 "Minor difference in reported r-value due to MA rounding to two decimals" NA
"Berry 1" "Mount" "0" "CPB-self (c) vs. CPB-boss (t)" NA NA 141 0.38 "r" 0.400059650056057 "Table 1. Correlations between 7 and 9 (r = .21), and 8 and 10 (r = .48). Mean is total effect." NA NA 141 NA NA NA NA "r" 0.345 0.359757028200344 -0.0403026218557133 1 1 0 NA NA
"Berry 1" "Penney" "0" "CWB (self) (c) vs. CWB (peer) (t)" NA NA 155 0.24 "r" 0.244774112659353 "Table 2. Correlation between 8 and 9." NA NA 155 NA NA NA NA "r" 0.24 0.244774112659353 0 0 0 0 NA NA
"Berry 1" "Spector" "1" "Employee CWB-c (c) vs. Supervisor CWB-C (t)" NA NA 119 0.48 "r" 0.522984277591344 "Table 2. Correlation between 1 and 8, frequency condition (see table note)." NA NA 140 NA NA NA NA "r" 0.48 0.522984277591344 0 0 0 -21 NA NA
"Berry 1" "Spector" "2" "Employee CWB-c (c) vs. Supervisor CWB-C (t)" NA NA 140 0.42 "r" 0.447692023527421 "Table 2. Correlation between 1 and 8, agreement condition (see table note)." NA NA 119 NA NA NA NA "r" 0.42 0.447692023527421 0 0 0 21 "The MA authors have mixed up the n for the two groups (i.e for study 1 and 2)" NA
"Berry 2" "Breland" "0" "Correlation between SAT and EPT-Essay for black sample" NA NA 583 0.42 "r" 0.447692023527421 "Table A-5.  Correlations between SAT-V (r = .53) and SAT-M (r = .30) with EPT-Essay. Aggregated with MAd package in R using intercorrelation of .61." NA NA 583 NA NA NA NA "r" 0.4625409 0.500539 0.052846976472579 1 1 0 NA NA
"Berry 2" "Bridgeman" "0" "Correlation between SAT(1994) and FGPA for African Americans" NA NA 2835 0.37 "r" 0.388423099718296 "Table 1. African American, old (1994), correlated with SAT old version. M (r = .35) and F (r = .38) correlations. Mean is total effect." NA NA 2835 NA NA NA NA "r" 0.365 0.382642354363184 -0.0057807453551118 0 0 0 NA NA
"Berry 2" "Cleary" "sample 3" "Correlation between SAT and GPA for \"Negro\" sample" NA NA 125 0.54 "r" 0.604155602962267 "Table 3. Correlation between SAT-V and GPA (r = .47) and between SAT-M and GPA (r = .47).  Intercorrelation between SAT-V and SAT-M (r = .51) used to aggregate correlations with r-package Mac and function 'Agg'." NA NA 125 NA NA NA NA "r" 0.5409092 0.605439949479719 0.00128434651745246 0 0 0 NA NA
"Berry 2" "Davis" "sample 5" "Correlation between SAT and FTGA for black sample" NA NA 552 0.32 "r" 0.331647108705132 "Table D1-3. Correlation between SATV and FTGA (r = .28) and between SATM and FTGA (r = .24). Intercorrelation between SAT-V and SAT-M (r = .31) used to aggregate correlations with r-package Mac and function 'Agg'." NA NA 552 NA NA NA NA "r" 0.3212571 0.33304825004044 0.00140114133530772 0 0 0 NA NA
"Berry 2" "Davis" "sample 13" "Correlation between SAT and FTGA for black sample" NA NA 38 0.64 "r" 0.758173744684044 "Table K6. Correlation between SATV and FTGA (r = .59) and between SATM and FTGA (r = .40). Intercorrelation between SAT-V and SAT-M (r = .20) used to aggregate correlations with r-package Mac and function 'Agg'." NA NA 38 NA NA NA NA "r" 0.6390423 0.756553304939195 -0.00162043974484871 0 0 0 NA NA
"Berry 2" "Farr" "sample 2, study 4" "Correlation between Thurstone Test of Mental Alertness and overall effectiveness for \"negro\" sample" NA NA 51 -0.23 "r" -0.234189466759367 "Table 22. Correlation between \"Total\" and \"Overall effectiveness\"." NA NA 51 NA NA NA NA "r" -0.23 -0.234189466759367 0 0 0 0 NA NA
"Berry 2" "Oleary" "sample 10, study 3" "Correlation between Otis and Rating by supervisor for \"negro\" sample" NA NA 17 0.13 "r" 0.130739850028878 "Table 14." NA NA 17 NA NA NA NA "r" 0.12 0.120581028408444 -0.0101588216204339 0 3 0 NA "Unclear what predictors and criteria the MA is using, they report using a \"Test of mental alertness\", but this is not correlated with any other measures, as predictor and \"multiple criteria\" as criteria which are supposed to be \"supervisor ratings and two objective measures\". However, there are 4 objective measures."
"Berry 2" "Valentine" "sample 15" "Correlation between AFQT and final school grade for black sample" NA NA 1073 0.14 "r" 0.140925576070494 "Table 2. Group 15." NA NA 1073 NA NA NA NA "r" 0.14 0.140925576070494 0 0 0 0 NA NA
"Berry 2" "Valentine" "sample 30" "Correlation between AFQT and final school grade for black sample" NA NA 136 0.02 "r" 0.0200026673068496 "Table 2. Group 30." NA NA 136 NA NA NA NA "r" 0.02 0.0200026673068496 0 0 0 0 NA NA
"Berry 2" "Valentine" "sample 6" "Correlation between AFQT and final school grade for black sample" NA NA 181 0.3 "r" 0.309519604203112 "Table 2. Group 6." NA NA 181 NA NA NA NA "r" 0.3 0.309519604203112 0 0 0 0 NA NA
"Berry 2" "Wightman" "sample/law school cluster 2" "Correlation between LSAT and Cumulative GPA for black group" NA NA 231 0.22 "r" 0.223656109021832 "Table 11." NA NA 231 NA NA NA NA "r" 0.22 0.223656109021832 3.88578058618805e-16 0 0 0 NA NA
"Berry 2" "Wightman" "sample/law school cluster 3" "Correlation between LSAT and cumulative GPA for black group" NA NA 400 0.19 "r" 0.192337169219545 "Table 11." NA NA 400 NA NA NA NA "r" 0.19 0.192337169219545 2.4980018054066e-16 0 0 0 NA NA
"Berry 2" "Wightman Muller" "sample 13" "Correlation between LSAT and FYA for black students" NA NA 41 0.51 "r" 0.562729769352149 "Table 7a. LSAT alone." NA NA 41 NA NA NA NA "r" 0.51 0.562729769352149 0 0 0 0 NA NA
"Berry 2" "Wightman Muller" "sample 31" "Correlation between LSAT and FYA for black students" NA NA 43 0.25 "r" 0.255412811882995 "Table 7a. LSAT alone." NA NA 43 NA NA NA NA "r" 0.25 0.255412811882995 0 0 0 0 NA NA
"Berry 2" "Wightman Muller" "sample 50" "Correlation between LSAT and FYA for black students" NA NA 39 0.18 "r" 0.181982688600706 "Table 7a. LSAT alone." NA NA 39 NA NA NA NA "r" 0.18 0.181982688600706 -2.22044604925031e-16 0 0 0 NA NA
"Berry 2" "Wightman Muller" "sample 51" "Correlation between LSAT and FYA for black students" NA NA 41 0.46 "r" 0.497311287572031 "Table 7a. LSAT alone." NA NA 41 NA NA NA NA "r" 0.46 0.497311287572031 0 0 0 0 NA NA
"Berry 2" "Wightman Muller" "sample 7" "Correlation between LSAT and FYA for black students" NA NA 130 0.42 "r" 0.447692023527421 "Table 7a. LSAT alone." NA NA 130 NA NA NA NA "r" 0.42 0.447692023527421 0 0 0 0 NA NA
"Berry 2" "Wightman Muller" "sample 43" "Correlation between LSAT and FYA for black students" NA NA 55 0.61 "r" 0.708921359427408 "Table 7a. LSAT alone." NA NA 55 NA NA NA NA "r" 0.61 0.708921359427408 0 0 0 0 NA NA
"Berry 2" "Wightman Muller" "sample 23" "Correlation between LSAT and FYA for black students" NA NA 38 0.32 "r" 0.331647108705132 "Table 7a. LSAT alone." NA NA 38 NA NA NA NA "r" 0.32 0.331647108705132 0 0 0 0 NA NA
"Berry 2" "Wilbourn" "sample 5" "Correlation between AFTQ and FSG for black sample." NA NA 27 0.06 "r" 0.0600721559210317 "Appendix B, p. 110. Black sample, R-score." NA NA 27 NA NA NA NA "r" 0.06 0.0600721559210317 0 0 0 0 NA NA
"Berry 2" "Wilbourn" "sample 23" "Correlation between AFTQ and FSG for black sample." NA NA 31 0.47 "r" 0.510070336613307 "Appendix B, p. 156. Black sample, R-score." NA NA 31 NA NA NA NA "r" 0.47 0.510070336613307 0 0 0 0 NA NA
"Berry 2" "Wilbourn" "sample 7" "Correlation between AFTQ and FSG for black sample." NA NA 27 0.5 "r" 0.549306144334055 "Appendix B, p. 119. Black sample, R-score." NA NA 27 NA NA NA NA "r" 0.5 0.549306144334055 0 0 0 0 NA NA
"Berry 2" "Wilbourn" "sample 10" "Correlation between AFTQ and FSG for black sample." NA NA 85 0.41 "r" 0.435611223236224 "Appendix B, p. 132. Black sample, R-score." NA NA 85 NA NA NA NA "r" 0.41 0.435611223236224 0 0 0 0 NA NA
"Card" "Chandra" "0" "Nondeployed (c) vs Deployed (t) on externalizing" NA NA 1495 -0.03 "r" -0.030009005 NA NA NA 1495 NA NA NA NA NA NA -0.030009005 0 0 2 0 NA "Article presents a figure with results from the SDQ measure (referred to in MA) but not any values. Effect copied from MA."
"Card" "Chartrand" "0" "Nondeployed (c) vs Deployed (t) on externalizing" NA NA 169 0.04 "r" 0.040021354 "Table 2. Parental and TRF CBL score for full sample, deployed vs nondeployed. Effect parental, r = 0.03746, effect teacher, r =  0.04682. Average = r = 0.04214." "114" "55" 169 "45.63 / 49.03" "46.42 / 50.15" "10.07 / 10.56" "9.45 / 12.42" "r" 0.04214 0.04216 0.002138646 0 0 0 NA NA
"Card" "Flake" "0" "Normative sample (c) vs Deployed sample (t) on externalizing" NA NA 101 0.03 "r" 0.030009005 "Table 2. Externalizing symptoms" NA NA 101 "3.9" "4.0999999999999996" "3.2" "2.7" "z" 0.0337708112219103 0.0337708112219103 0.0037618062219103 0 3 0 NA "Sample size for normative sample gives an effect that is very far off, likely MA authors have used the same sample size as for treatment group also for control when calculating the effect."
"Card" "Jensen 1988" "0" "Father present (c) vs. Father absent (t)" NA NA 180 -0.01 "r" -0.010000333 "Table 3. CBCL Total T-scores. The effect is calculated for mother (z = -0.00494700656800381), father (z =  -0.0193456637050586) and teacher (z =-0.0234412060127233) and then averaged." NA NA 180 "55.5 / 52.5 / 50.4" "55.4 / 52.1 / 49.9" "9.1 / 9.7 / 9.7" "10.1 / 9.6 / 10.2" "z" -0.0159112920952619 -0.0159112920952619 -0.0059109590952619 0 0 NA "Sample size unclear, MA copied." "Sample sizes used for calculations, control group: 119 / 109 / 114; treatment group: 56 / 52 / 51"
"Card" "Jensen 1996" "0" "Nondeployed (c) vs Deployed (t) on externalizing" NA NA 382 0.05 "r" 0.050041729 "Table 1." "255" "127" 382 "52.51" "53.54" "10.78" "10.25" "z" 0.0457292180033359 0.0457292180033359 -0.00431251099666408 0 0 0 NA NA
"Card" "Kelley 1994" "0" "Peacetime (c) vs. Wartime deployment (t) on externalizing  pre-deployment vs. During" NA NA 61 -0.05 "r" -0.050041729 "In-text, p. 168 and p. 170. Mean difference peacetime (53.6 - 52.6) vs. Wartime (53.3 - 48.9)." "47" "14" 61 "1" "3.4" NA NA NA NA -0.050041729 0 0 2 0 NA "No SD reported. Effect copied from MA."
"Card" "Kelley 2001" "0" "nondeploying (c) vs. Deployment group (t) on externalizing" NA NA 127 0.04 "r" 0.040021354 "Table 1. Effect at predeployment for mother (r =0.025605932947252 ) and child care provider (r =0.182343962893327 ), and effect at postdeployment for mother (r = 0.0294706569592742) and child care provider (r =0.143479137169242 ). Mean is total effect." "75" "52" 127 "51.2 / 47.6 / 50.3 / 49.1" "51.6 / 51.5 / 50.8 / 52.7" "7.8 / 10.3 / 8.5 / 12.8" "7.5 / 10.4 / 8.1 / 11.3" "r" 0.0952249224922738 0.0955143250780297 0.0554929710780297 1 3 0 NA NA
"Card" "Lester" "0" "Recently returned (c) vs. Currently deployed (t) on externalizing" NA NA 138 0.03 "r" 0.030009005 "Table 2. Effect calculated for boys (z= -0.11477) and girls (z = 0.21240). Mean is total effect." "104 / 83" "45 / 40" 138 "46.81 / 44.08" "44.43 / 48.45" "10.64 / 8.77" "9.81 / 11.59" "z" 0.0488149332867419 0.0515862122060317 0.0215772072060317 1 1 0 NA "Total n copied from MA"
"Card" "Morris" "0" "Nondeployed (c) vs Deployed (t) on conduct problems" NA NA 65 0.06 "r" 0.060072156 "Table 1." "29" "36" 65 "2.5499999999999998" "2.78" "1.59" "1.98" "r" 0.0627978064107308 0.0628805513516253 0.00280839535162532 0 0 0 NA NA
"Crook" "Batjargal" "0" "Correlation between social capital and revenue growth" NA NA 56 0.16 "r" 0.161386696131526 "Table 3.  Correlation revenue growth with Industry experience  (r = .33) and managerial experience  (r = -.01). Mean is total effect." NA NA 56 NA NA NA NA "r" 0.16 0.161386696131526 -4.9960036108132e-16 0 0 0 NA NA
"Crook" "Brush" "0" "Correlation between owner resources and performance" NA NA 195 0.01 "r" 0.0100003333533347 "Table 2. Correlation owner resources with net cash flow (r= 0.03) and log of employment growth (r = -.01). Mean is total effect." NA NA 195 NA NA NA NA "r" 0.01 0.0100003333533348 7.11236625150491e-17 0 0 0 NA NA
"Crook" "Carmeli" "0" "Correlation between human capital and financial performance" NA NA 98 0.4 "r" 0.423648930193602 "Table 1." NA NA 98 NA NA NA NA "r" 0.4 0.423648930193602 0 0 0 0 NA NA
"Crook" "Carpenter" "0" "Correlation between CEO international assignment experience and performance" NA NA 245 0.11 "r" 0.110446915790097 "Table 1. Correlation CEO international assignment experience with ROA (r = .11) and stock market returns (r = .10). Average is total effect." NA NA 245 NA NA NA NA "r" 0.105 0.105388447838499 -0.0050584679515981 0 0 0 NA NA
"Crook" "De Carolis" "0" "Correlation between social capital and progress of a new venture" NA NA 269 0.22 "r" 0.223656109021832 "Table 1. Correlation progress of a new venture with education (r = .05) and with relational capital (r = .36). Mean is total effect." NA NA 269 NA NA NA NA "r" 0.205 0.207946365635212 -0.0157097433866203 0 0 0 NA NA
"Crook" "Edelman" "0" "Correlation between social capital and change in return on sales" NA NA 192 0.01 "r" 0.0100003333533347 "Table 1. Correlation change in return on sales with interpersonal skills (r = .012) and with business skills (r = .013). Mean is total effect." NA NA 192 NA NA NA NA "r" 0.0125 0.0125006511027086 0.00250031774937389 0 0 0 NA NA
"Crook" "Frese" "0" "Correlation between cognitive resources and success for south africa" NA NA 117 0.38 "r" 0.400059650056057 "Table 2. Correlation cognitive ability with growth (r = .19), with expert evaluation (r = .46) and with interviewer evaluation (r = .54). Correlation human capital with growth (r = .22), with expert evaluation (r = .42) and with interviewer evaluation (r = .45). Mean of these correlations is total effect." NA NA 117 NA NA NA NA "r" 0.38 0.400059650056056 -4.9960036108132e-16 0 0 0 NA NA
"Crook" "Garg" "0" "Correlation between scanning level and performance" NA NA 105 0.09 "r" 0.0902441878561468 "Table 3. Correlation scanning level with accounting return (r = .06), with sales growth (r = .09) and with overall performance (r = .13). Mean is total effect." NA NA 105 NA NA NA NA "r" 0.0933333333333333 0.0936057710440732 0.0033615831879264 0 0 0 NA NA
"Crook" "Hmieleski" "0" "Correlation between social capital and performance" NA NA 201 0.05 "r" 0.0500417292784913 "Table 1. Correlation revenue growth with education (r = .09) and with entrepreneurial experience (r = .06). Correlation employment growth with education (r = .04) and with entrepreneurial experience (r = .02). Mean is total effect." NA NA 201 NA NA NA NA "r" 0.0525 0.0525483142999775 0.00250658502148623 0 0 0 NA NA
"Crook" "Kor Leblebici" "0" "Correlation between human capital leverage and profit per partner." NA NA 105 0.56 "r" 0.632833186665638 "Table 2." NA NA 105 NA NA NA NA "r" 0.56 0.632833186665638 0 0 0 0 NA NA
"Crook" "Kor Mahoney" "0" "Correlation between Tobin's q and firm-specific experience of top managers" NA NA 60 -0.07 "r" -0.0701146706543252 "Table 1." NA NA 60 NA NA NA NA "r" -0.07 -0.0701146706543252 0 0 0 0 NA NA
"Crook" "Lee" "0" "Correlation between internal capabilities and sales growth." NA NA 137 0.47 "r" 0.510070336613307 "Table 1. Correlation sales growth with entrepreneurial orientation of the firm (r = .47), with technological capabilities (r = .45) and financial (r = .76)  Mean is total effect." NA NA 137 NA NA NA NA "r" 0.56 0.63283 0.122759663386693 3 1 0 NA "MA indicates \"internal capababilites\" as one correlate. This is defined in the primary articles as entrepreneurial orientation, technological capabilities, AND financial resources invested (p. 625)."
"Crook" "Nixon" "0" "Correlation between social capital and performance" NA NA 364 0.18 "r" 0.181982688600706 "Table 1. Correlation market performance with level of downsizing (r = -.1), reallocation level (r = .14) and with disengagement incentives (r = .03). Mean is total effect." NA NA 364 NA NA NA NA "r" 0.02333333 0.02333333 -0.158649358600706 3 1 0 NA "There is a clear indication from MA which variables should be included, yet effect is different."
"Crook" "Ployhart" "0" "Correlation between unit service orientation and performance" NA NA 1255 0.02 "r" 0.0200026673068496 "Table 1. Correlation unit service orientation 1 with same store sales 2 (r = 0), 3 (r = -.01) and 4 (r = -.03); with adjusted controllable profit 2 (r = -.04). 3 (r = -.04) and 4 ( r= -.02); with  sales/employee 2 (r = -.02), 3 (r = -.02) and 4 (r = .02). Correlation unit service orientation 2 with the same variables (r = .02 / 0 / .01 / .05 / .05 / .07 / .06 / .06 / .08). Correlation unit service orientation 3 with the same varialbes (r = .07 / .04 / .01 / .02 / 0 / .04 / .05 / .02 / .07). Mean of all correlations is total effect." NA NA 1255 NA NA NA NA "r" 0.0207407407407407 0.0207437155809861 0.000741048274136527 0 0 0 NA NA
"Crook" "Powell" "0" "Correlation between Train and Performance" NA NA 65 0.38 "r" 0.400059650056057 "Table 3. Correlation Train with IT Perf (r = .5) and with Overall Perf (r = .26). Mean is total effect." NA NA 65 NA NA NA NA "r" 0.38 0.400059650056056 -4.9960036108132e-16 0 0 0 NA NA
"Crook" "Roth" "0" "Correlation between human capital and income growth" NA NA 74 0.01 "r" 0.0100003333533347 "Table 2. Correlation income growth with locus of control (r = -.11), information-gathering style (r =  .15), information evaluation style (r = .01), broad-based experience (r = -.09), margeting management (r = .05), technical management (r = -.12), core business experience (r = .13) and international experience (r = .08). Mean is total effect." NA NA 74 NA NA NA NA "r" 0.0125 0.0125006511027086 0.00250031774937389 0 0 0 NA NA
"Crook" "Schlemmer" "0" "Correlation between integration and performance" NA NA 106 0.38 "r" 0.400059650056057 "Table 3. Correlation Integr with internet performance (r = .431) and with financial performance (r = .331). Mean is total effect." NA NA 106 NA NA NA NA "r" 0.381 0.401228940362348 0.00116929030629104 0 0 0 NA NA
"Crook" "Takeuchi" "0" "Correlation between collective human capital and relative establishment performance" NA NA 76 0.56 "r" 0.632833186665638 "Table 2." NA NA 76 NA NA NA NA "r" 0.56 0.632833186665638 0 0 0 0 NA NA
"Crook" "Thompson" "0" "Correlation between MC:General and value adder per employee" NA NA 78 0.01 "r" 0.0100003333533347 "Table 1." NA NA 78 NA NA NA NA "r" 0.01 0.0100003333533348 7.11236625150491e-17 0 0 0 NA NA
"Crook" "Van Iddekinge" "0" "Correlation between human capital and performance" NA NA 861 0.14 "r" 0.140925576070494 "Table 1. Correlations variables 1 - 12 with 13-30. (i.e 216 correlations). Mean is total effect." NA NA 861 NA NA NA NA "r" 0.1738889 0.175674047035508 0.0347484709650142 1 1 0 NA NA
"Crook" "Wang" "0" "Correlation between share of self-cites and log tobin's Q" NA NA 211 0.15 "r" 0.151140435936467 "Table 1." NA NA 211 NA NA NA NA "r" 0.15 0.151140435936467 -2.22044604925031e-16 0 0 0 NA NA
"Crook" "Wright" "0" "Correlation between human capital and employment growth" NA NA 349 0.04 "r" 0.0400213538367683 "Table 2. Correlation employment growth with education abroad (r = -.098), experience in MNCs (r = .142), previous ownership (r = -.066), knowledge from abroad (r = .046), international networks (r = .007) and number of patents (r = .217). Mean is total effect." NA NA 349 NA NA NA NA "r" 0.0413333333333333 0.0413568960593196 0.00133554222255128 0 3 0 NA "Not clear what  variable MA is indicating by \"firm performance\". Business knowledge = Practical business knowledge from abroad, experience in MNCs, previous ownership aborad, business networks abroad. Academic knowledge = education abroad, no. Of patents."
"de Wit" "Ensley" "0" "Correlation between relationship conflict and cohesion" NA NA 256 -0.21 "r" -0.21317134656486 "Table 1." NA NA 256 NA NA NA NA "r" -0.21 -0.21317134656486 2.4980018054066e-16 0 0 0 NA NA
"de Wit" "Farh" "0" "Correlation between relationship conflict and team creativity" NA NA 71 -0.08 "r" -0.0801713250375897 "Table 1." NA NA 71 NA NA NA NA "r" -0.08 -0.0801713250375897 0 0 0 0 NA NA
