"meta" "author" "typestudy" "doi" "year" "journal" "h" "IF" "h5" "typepaper" "typecat" "no" "dv" "nc" "nt" "n" "effest" "efftype" "z" "comm1" "ncnew" "ntnew" "nnew" "mc" "mt" "sdc" "sdt" "efftypenew" "effestnew" "znew" "disc" "disccat" "info" "ndisc" "macomm" "comm2"
"Berry 1" "De Jonge" "Normal" "10.1016/j.ijnurstu.2008.12.010" 2009 "International Journal of Nursing Studies" "66" "3.5609999999999999" "53" "article" 0 "0" "Correlation between counterproductive work behavior self reports and CWB coworkers" "NA" "NA" 54 0.46 "r" 0.497311287572031 "\"Convergence (i.e., a significant positive correlation) was found between self- and coworker ratings of CWB(r = .46, p < .001).\"" "NA" "NA" 54 "NA" "NA" "NA" "NA" "r" "0.46" 0.497311287572031 0 0 0 0 NA NA
"Berry 1" "Fox" "Normal" "10.1006/jvbe.2001.1803" 2007 "International Journal of Stress Management" "101" "1.389" "5" "article" 0 "0" "Correlation between self-reports (incumbent) and coworker-reports of CWB" "NA" "NA" 132 0.3 "r" 0.309519604203112 "Incumbent/coworker correlation CWB-person (r = .47) and CWB organization (r = .13). Table 3." "NA" "NA" 132 "NA" "NA" "NA" "NA" "r" "0.3" 0.309519604203112 0 0 0 0 NA "Primary study does not state sample size per outcome, smallest chosen by MA and me."
"Berry 1" "Goh" "Normal" "NA" 2007 NA "NA" "NA" "NA" "unpublished dissertation" 1 "0" "Correlation between self- and peer-reported CWB for overall CWB" "NA" "NA" 146 0.42 "r" 0.447692023527421 "Table 4. CWB(P) and CWB(S)" "NA" "NA" 147 "NA" "NA" "NA" "NA" "r" "0.42" 0.447692023527421 0 0 0 -1 "Reported N too small" NA
"Berry 1" "Hung" "Normal" "10.1007/s10869-009-9104-6" 2009 "Journal of Business and Psycholog" "46" "2.25" "34" "article" 0 "0" "Correlation between Self vs Supervisor CWB0-1" "NA" "NA" 184 0.24 "r" 0.244774112659353 "Mean of selfrated CWB-O and CWB-I with respectively supervisor rated CWB-O (.19) and CWB-I (.27), in table 1." "NA" "NA" 184 "NA" "NA" "NA" "NA" "r" "0.23" 0.234189466759367 -0.0105846458999862 0 0 0 NA NA
"Berry 1" "Judge" "Normal" "10.1037/0021-9010.91.4.762" 2006 "Journal of Applied Psychology" "195" "3.81" "69" "article" 0 "0" "Correlation between  Self vs Supervisor/other reports on workplace deviance" "NA" "NA" 131 0.2 "r" 0.202732554054082 "Table 3. Workplace deviance other and self" "NA" "NA" 131 "NA" "NA" "NA" "NA" "r" "0.2" 0.202732554054082 0 0 0 0 NA NA
"Berry 1" "Kidwell" "Outlier" "NA" 2001 "American Business Review" "NA" "NA" "NA" "article" 0 "0" "Correlation between  Self vs Supervisor reports on job neglect" "NA" "NA" 556 0.15 "r" 0.151140435936467 "Table 1. Job neglect self-report vs job neglect supervisor report." "NA" "NA" 556 "NA" "NA" "NA" "NA" "r" "0.154" 0.155235043730911 0.00409460779444379 0 0 0 NA NA
"Berry 1" "Mount" "Normal" "10.1037/0021-9010.79.2.272" 2006 "Personnel Psychology" "195" "4.0570000000000004" "42" "article" 0 "0" "Correlation between Self vs Supervisor reports on CPB." "NA" "NA" 141 0.38 "r" 0.400059650056057 "Table 1. Mean of selfrated CWB-O and CWB-I with respectively supervisor rated CWB-O (.21) and CWB-I (.48)" "NA" "NA" 141 "NA" "NA" "NA" "NA" "r" "0.34499999999999997" 0.359757028200344 -0.0403026218557133 1 1 0 NA "Makes most sense compared to the other studies in the MA (eg same method used in Hung paper)"
"Berry 1" "Penney" "Normal" "10.1002/job.336" 2005 "Journal of Organizational Behavior" "119" "2.9860000000000002" "51" "article" 0 "0" "Correlation between Self (conflict) vs Coworker/peer reports on CWB-P" "NA" "NA" 155 0.24 "r" 0.244774112659353 "Table 2. CWB self and CWB peer." "NA" "NA" 155 "NA" "NA" "NA" "NA" "r" "0.24" 0.244774112659353 0 0 0 0 NA NA
"Berry 1" "Spector" "Outlier" "10.1037/a0019477" 2010 "Journal of Applied Psychology" "195" "3.81" "69" "article" 0 "1" "Correlation between Self vs Supervisor, sample 1, agreement condition on CWB-C reports" "NA" "NA" 119 0.48 "r" 0.522984277591344 "Table 2. Below diagonal: CWB-C supervisor and employee" "NA" "NA" 140 "NA" "NA" "NA" "NA" "r" "0.48" 0.522984277591344 0 0 0 -21 "Reported N too small" NA
"Berry 1" "Spector" "Normal" "10.1037/a0019477" 2010 "Journal of Applied Psychology" "195" "3.81" "69" "article" 0 "2" "Correlation between Self vs Supervisor, sample 2, frequency condition on CWB-C reports." "NA" "NA" 140 0.42 "r" 0.447692023527421 "Table 2. Above diagonal. CWB-C employee and supervisor" "NA" "NA" 119 "NA" "NA" "NA" "NA" "r" "0.42" 0.447692023527421 0 0 0 21 "Reported N too large" NA
"Berry 2" "Breland" "Outlier" "NA" 1981 "NA" "NA" "NA" "NA" "college board report" 1 "0" "Correlation EPT-essay score and SAT-score for African-Americans" "NA" "NA" 583 0.42 "r" 0.447692023527421 "Table 1, Blacks. Mean of SAT-V score (.53) and SAT-M score (.30)" "NA" "NA" 583 "NA" "NA" "NA" "NA" "r" "0.41499999999999998" 0.441636481422741 -0.00605554210468018 0 0 0 NA NA
"Berry 2" "Bridgeman" "Outlier" "NA" 2000 "NA" "NA" "NA" "NA" "research report" 1 "0" "Correlation with FGPA for SAT (1994) for African-Americans" "NA" "NA" 2835 0.37 "r" 0.388423099718296 "Table 1. Score = SAT (old). Sample African American. Mean of men (.35) and women (.38)." "1074" "1761" 2835 "NA" "NA" "NA" "NA" "r" "0.36499999999999999" 0.382642354363184 -0.0057807453551118 0 0 0 NA NA
"Berry 2" "Cleary" "Outlier" "10.1111/j.1745-3984.1968.tb00613.x" 1968 "Journal of Educational Measurement" "36" "1.528" "15" "article" 0 "sample 3" "Correlation SAT and C-GPA for African-Americans" "NA" "NA" 125 0.54 "r" 0.604155602962267 "Mean of SAT-V and SAT-M. from Table 3. Both are 0.47. I used the MAc package in R to aggregate the effect sizes, as the authors stated. The aggregated effect size by n=125 and r = 0.47 (twice), is 0.5427093 with an intercorrelation of .51" "NA" "NA" 125 "NA" "NA" "NA" "NA" "r" "0.54090919999999998" 0.605439949479719 0.00128434651745246 0 0 0 NA NA
"Berry 2" "Davis" "Outlier" "NA" 1971 "NA" "NA" "NA" "NA" "Educational testing service, Princeton, report" 1 "sample 5" "Correlation SAT and F-GPA for African-Americans" "NA" "NA" 552 0.32 "r" 0.331647108705132 "Page 70, table D1-3. Correlation FTGA and SATV =0.28, SATM = 0.24. N = 552. The correlation between SATV and SATM is 0.30, as can be seen in table 13 in row D1. The intercorrelation between SATV and SATM is .31.  Input this in Mac package in R and aggregate is r = 0.3212571" "210" "342" 552 "NA" "NA" "NA" "NA" "r" "0.32125710000000002" 0.33304825004044 0.00140114133530772 0 0 0 NA NA
"Berry 2" "Davis" "Outlier" "NA" 1971 "NA" "NA" "NA" "NA" "Educational testing service, Princeton, report" 1 "sample 13" "Correlation SAT and F-GPA for African-Americans" "NA" "NA" 38 0.64 "r" 0.758173744684044 "Page 84, table K6. Correlation FTGA and SATV = .59 and SATM = .40. (FTGA = first term grade average). The correlation between SATV and SATM is 0.20, as can be seen in table 13 in row K. Input this in Mac package in R and aggregate is r = 0.6390423" "5" "33" 38 "NA" "NA" "NA" "NA" "r" "0.63904000000000005" 0.756553304939195 -0.00162043974484871 0 0 0 NA NA
"Berry 2" "Farr" "Outlier" "NA" 1971 "NA" "NA" "NA" "NA" "Report" 1 "sample 2, study 4" "Correlation TMA and supervisor rating for African-Americans" "NA" "NA" 51 -0.23 "r" -0.234189466759367 "Total effectiveness, Table 22. r = -0.23" "NA" "NA" 51 "NA" "NA" "NA" "NA" "r" "-0.23" -0.234189466759367 0 0 0 0 NA NA
"Berry 2" "Oleary" "Normal" "NA" 1970 "NA" "NA" "NA" "NA" "Technical report" 1 "sample 10, study 3" "Correlation test of mental alertness with multiple criteria for African-Americans." "NA" "NA" 17 0.13 "r" 0.130739850028878 "Mean of 5 criteria in table 14 (-.22, -.02, -.26, -.25, .12). Sign revesed, criteria are negatively worded. Mean chosen because there are no correlations given between the criteria, and as such the authors took the mean." "NA" "NA" 15 "NA" "NA" "NA" "NA" "r" "0.126" 0.12667321652205 -0.0040666335068279 0 3 2 "Reported N in MA too large" "Unclear if all outcomes are meant"
"Berry 2" "Valentine" "Outlier" "NA" 1977 "NA" "NA" "NA" "NA" "Report" 1 "sample 15" "Correlation AFQT with final school grade for African-Americans" "NA" "NA" 1073 0.14 "r" 0.140925576070494 "Table 2, sample 15, Black-AFTQ." "NA" "NA" 1073 "NA" "NA" "NA" "NA" "r" "0.14000000000000001" 0.140925576070494 0 0 0 0 NA NA
"Berry 2" "Valentine" "Outlier" "NA" 1977 "NA" "NA" "NA" "NA" "Report" 1 "sample 30" "Correlation AFQT with final school grade for African-Americans" "NA" "NA" 136 0.02 "r" 0.0200026673068496 "Table 2, sample 30, Black-AFTQ." "NA" "NA" 136 "NA" "NA" "NA" "NA" "r" "0.02" 0.0200026673068496 0 0 0 0 NA NA
"Berry 2" "Valentine" "Normal" "NA" 1977 "NA" "NA" "NA" "NA" "Report" 1 "sample 6" "Correlation AFQT with final school grade for African-Americans" "NA" "NA" 181 0.3 "r" 0.309519604203112 "Table 2, sample 6, Black-AFTQ." "NA" "NA" 181 "NA" "NA" "NA" "NA" "r" "0.3" 0.309519604203112 0 0 0 0 NA NA
"Berry 2" "Wightman" "Normal" "NA" 2000 "NA" "NA" "NA" "NA" "Report" 1 "sample/law school cluster 2" "Correlation LSAT with CL GPA for African Americans" "NA" "NA" 231 0.22 "r" 0.223656109021832 "Table 11. Cluser 2, Cumulative LGPA, Blacks" "NA" "NA" 231 "NA" "NA" "NA" "NA" "r" "0.22" 0.223656109021832 3.88578058618805e-16 0 0 0 NA NA
"Berry 2" "Wightman" "Normal" "NA" 2000 "NA" "NA" "NA" "NA" "Report" 1 "sample/law school cluster 3" "Correlation LSAT with CL GPA for African Americans" "NA" "NA" 400 0.19 "r" 0.192337169219545 "Table 11. Cluser 3, Cumulative LGPA, Blacks" "NA" "NA" 400 "NA" "NA" "NA" "NA" "r" "0.19" 0.192337169219545 2.4980018054066e-16 0 0 0 NA NA
"Berry 2" "Wightman Muller" "Outlier" "NA" 1990 "NA" "NA" "NA" "NA" "Report" 1 "sample 13" "Correlation LSAT with FL GPA for African Americans" "NA" "NA" 41 0.51 "r" 0.562729769352149 "Table 7a, Black students only column, LSAT alone column. Sample 13" "NA" "NA" 41 "NA" "NA" "NA" "NA" "r" "0.51" 0.562729769352149 0 0 0 0 NA NA
"Berry 2" "Wightman Muller" "Normal" "NA" 1990 "NA" "NA" "NA" "NA" "Report" 1 "sample 31" "Correlation LSAT with FL GPA for African Americans" "NA" "NA" 43 0.25 "r" 0.255412811882995 "Table 7a, Black students only column, LSAT alone column. Sample 31" "NA" "NA" 43 "NA" "NA" "NA" "NA" "r" "0.25" 0.255412811882995 0 0 0 0 NA NA
"Berry 2" "Wightman Muller" "Normal" "NA" 1990 "NA" "NA" "NA" "NA" "Report" 1 "sample 50" "Correlation LSAT with FL GPA for African Americans" "NA" "NA" 39 0.18 "r" 0.181982688600706 "Table 7a, Black students only column, LSAT alone column. Sample 50" "NA" "NA" 39 "NA" "NA" "NA" "NA" "r" "0.18" 0.181982688600706 -2.22044604925031e-16 0 0 0 NA NA
"Berry 2" "Wightman Muller" "Normal" "NA" 1990 "NA" "NA" "NA" "NA" "Report" 1 "sample 51" "Correlation LSAT with FL GPA for African Americans" "NA" "NA" 41 0.46 "r" 0.497311287572031 "Table 7a, Black students only column, LSAT alone column. Sample 51" "NA" "NA" 41 "NA" "NA" "NA" "NA" "r" "0.46" 0.497311287572031 0 0 0 0 NA NA
"Berry 2" "Wightman Muller" "Outlier" "NA" 1990 "NA" "NA" "NA" "NA" "Report" 1 "sample 7" "Correlation LSAT with FL GPA for African Americans" "NA" "NA" 130 0.42 "r" 0.447692023527421 "Table 7a, Black students only column, LSAT alone column. Sample 7" "NA" "NA" 130 "NA" "NA" "NA" "NA" "r" "0.42" 0.447692023527421 0 0 0 0 NA NA
"Berry 2" "Wightman Muller" "Outlier" "NA" 1990 "NA" "NA" "NA" "NA" "Report" 1 "sample 43" "Correlation LSAT with FL GPA for African Americans" "NA" "NA" 55 0.61 "r" 0.708921359427408 "Table 7a, Black students only column, LSAT alone column. Sample 43" "NA" "NA" 55 "NA" "NA" "NA" "NA" "r" "0.61" 0.708921359427408 0 0 0 0 NA NA
"Berry 2" "Wightman Muller" "Normal" "NA" 1990 "NA" "NA" "NA" "NA" "Report" 1 "sample 23" "Correlation LSAT with FL GPA for African Americans" "NA" "NA" 38 0.32 "r" 0.331647108705132 "Table 7a, Black students only column, LSAT alone column. Sample 23" "NA" "NA" 38 "NA" "NA" "NA" "NA" "r" "0.32" 0.331647108705132 0 0 0 0 NA NA
"Berry 2" "Wilbourn" "Normal" "NA" 1984 "NA" "NA" "NA" "NA" "Report" 1 "sample 5" "Correlation AFQT with Training grade for African Americans" "NA" "NA" 27 0.06 "r" 0.0600721559210317 "Table 7a, Black students only column, LSAT alone column. Sample 5" "NA" "NA" 27 "NA" "NA" "NA" "NA" "r" "0.06" 0.0600721559210317 0 0 0 0 NA NA
"Berry 2" "Wilbourn" "Normal" "NA" 1984 "NA" "NA" "NA" "NA" "Report" 1 "sample 23" "Correlation AFQT with Training grade for African Americans" "NA" "NA" 31 0.47 "r" 0.510070336613307 "Page 156, course number 60231, r for blacks = .47" "NA" "NA" 31 "NA" "NA" "NA" "NA" "r" "0.47" 0.510070336613307 0 0 0 0 NA NA
"Berry 2" "Wilbourn" "Normal" "NA" 1984 "NA" "NA" "NA" "NA" "Report" 1 "sample 7" "Correlation AFQT with Training grade for African Americans" "NA" "NA" 27 0.5 "r" 0.549306144334055 "Page 119, course number 32530, r for blacks = .50" "NA" "NA" 27 "NA" "NA" "NA" "NA" "r" "0.06" 0.549306144334055 0 0 0 0 NA NA
"Berry 2" "Wilbourn" "Normal" "NA" 1984 "NA" "NA" "NA" "NA" "Report" 1 "sample 10" "Correlation AFQT with Training grade for African Americans" "NA" "NA" 85 0.41 "r" 0.435611223236224 "Page 132, course number 42330. r for blacks = .41." "NA" "NA" 85 "NA" "NA" "NA" "NA" "r" "0.41" 0.435611223236224 0 0 0 0 NA NA
"Card" "Chandra" "Outlier" "10.1542/peds.2009-1180" 2010 "Pediatrics," "263" "5.1959999999999997" "107" "article" 0 "0" "Problem behavior in deployment?" "NA" "NA" 1495 -0.03 "r" -0.030009005 NA "NA" "NA" 1495 "NA" "NA" "NA" "NA" "NA" "NA" -0.030009005 0 0 2 0 NA "Only figures given without SDs or Cis, unclear"
"Card" "Chartrand" "Normal" "10.1001/archpedi.162.11.1009" 2008 "Archives of Pediatric and Adolescent Medicine" "3" "5.7309999999999999" "NA" "article" 0 "0" "Nondeployed (c) vs Deployed (t) on externalizing" "NA" "NA" 169 0.04 "r" 0.040021354 "Table 2. Parental and TRF CBL score for full sample, deployed vs nondeployed. Effect parental, z = 0.0374790869270549, effect teacher, z =  0.0468565866420078. Average z = 0.0421678367845314" "114" "55" 169 "45.63 / 49.03" "46.42 / 50.15" "10.07 / 10.56" "9.45 / 12.42" "z" "4.2167836784531398E-2" 0.0421678367845314 0.0021464827845314 0 0 0 NA NA
"Card" "Flake" "Normal" "10.1097/DBP.0b013e3181aac6e4" 2009 "Journal of Developmental and Behavioral Pediatrics" "81" "2.323" "NA" "article" 0 "0" "Normative sample (c) vs Deployed  sample (t) on externalizing symptoms" "NA" "NA" 101 0.03 "r" 0.030009005 "Table 2. Externalizing problems, Parent PSC." "50.5" "50.5" 101 "3.9" "4.0999999999999996" "3.2" "2.7" "r" "3.3759999999999998E-2" 0.03377 0.003760995 0 0 0 NA NA
"Card" "Jensen 1988" "Normal" "10.1097/00004583-198903000-00004" 1988 "Journal of American Academy of Child and Adolescent Psychiatry" "NA" "7.1820000000000004" "NA" "article" 0 "0" "Correlation of father absence CBCL behavioral problem scale." "NA" "NA" 180 -0.01 "r" -0.010000333 "Table 4. Mean of mother, father, and teacher scores on CBCL behavioral problem scale (0.00, -0.05, 0.03)" "NA" "NA" 161 "NA" "NA" "NA" "NA" "r" "-6.6666E-3" -0.00700011433669482 0.00300021866330518 0 0 19 "Reported N in MA too large" NA
"Card" "Jensen 1996" "Normal" "10.1097/00004583-199604000-00009" 1996 "Journal of American Academy of Child and Adolescent Psychiatry" "NA" "7.1820000000000004" "NA" "article" 0 "0" "Nondeployed (c) vs Deployed (t) on externalizing" "NA" "NA" 382 0.05 "r" 0.050041729 "Table 1, deployed vs non deployed on externalizing" "255" "127" 382 "52.51" "53.54" "10.78" "10.25" "r" "4.5699999999999998E-2" 0.0457292180033359 -0.00431251099666408 0 0 0 NA NA
"Card" "Kelley 1994" "Normal" "10.1207/s15327876mp0603_2" 1994 "Military Psychology," "30" "0.54900000000000004" "17" "article" 0 "0" "Prior deployed (c) vs During deployed (t) on externalizing" "NA" "NA" 61 -0.05 "r" -0.050041729 NA "NA" "NA" 61 "55.6" "51.5" "NA" "NA" "NA" "NA" -0.050041729 0 0 2 0 NA "Only means, no SDs given in primary studies, original effect size copied."
"Card" "Kelley 2001" "Normal" "10.1097/00004583-200104000-00016" 2001 "Journal of American Academy of Child and Adolescent Psychiatry" "NA" "7.1820000000000004" "NA" "article" 0 "0" "Nondeployed (c) vs Deployed (t) on externalizing" "NA" "NA" 127 0.04 "r" 0.040021354 "Table 1, externalizing behavior. It is unclear whether child care provider and mother should be included, and whether predeployment or postdeploymen tis needed. I included all, since I cannot find a reason to not include any of them, but it is unclear.. I calculated the nondeployed vs deployed on externalizing for both mother and child, and for predeployment and postdeployment. Mother externalizing predeployment d = 0.0520900103373012, postdeployment d = 0.0599583831790731. Childcare provider predeployment d = 0.377142576451604, postdeployment d = 0.294833669843416. Mean d = 0.196006159952849." "75" "52" 127 "NA" "NA" "NA" "NA" "d" "0.19600615995284901" 0.0955143250780297 0.0554929710780297 1 3 0 NA NA
"Card" "Lester" "Normal" "10.1016/S0084-3954(10)79781-5" 2011 "Journal of American Academy of Child and Adolescent Psychiatry" "NA" "7.1820000000000004" "NA" "article" 0 "0" "Norms (c) vs Currently deployed (t) on externalizing" "NA" "NA" 138 0.03 "r" 0.030009005 "Table 2. Effect calculated for boys (z = -0.104892933249372) and girls (z = 0.208065357661435). Effect for boys in calculated with N = 104 (c)  and N = 45 (t), effect for girls is calculated with N = 83 (c) and N = 40 (t)" "104 / 83" "45 / 40" 272 "46.81 / 44.08" "44.43 / 48.45" "10.64 / 8.77" "9.81 / 11.59" "z" "5.1586212206031677E-2" 0.0515862122060317 0.0215772072060317 1 1 -134 "Reported N in MA too small" NA
"Card" "Morris" "Normal" "10.1016/j.appdev.2009.01.002" 2009 "Journal of Applied Developmental Psychology" "59" "1.4" "24" "article" 0 "0" "Civilian (c) vs deployed (t) on conduct problems" "NA" "NA" 65 0.06 "r" 0.060072156 "Table 1, conduct problems deployed vs nondeployed." "29" "36" 65 "2.5499999999999998" "2.78" "1.59" "1.98" "r" "6.2799999999999995E-2" 0.06288 0.002807844 0 0 0 NA NA
"Crook" "Batjargal" "Normal" "10.1504/IJEIM.2005.006530" 2005 "International Journal of Entrepreneurship and Innovation Management," "15" "0.65900000000000003" "16" "article" 0 "0" "Correlation Industry/managerial experience and revenue growth." "NA" "NA" 56 0.16 "r" 0.161386696131526 "Table 3, row 24. Mean of industrial (.33) and managerial (-.01) experience." "NA" "NA" 56 "NA" "NA" "NA" "NA" "r" "0.16" 0.161386696131526 -4.9960036108132e-16 0 0 0 NA NA
"Crook" "Brush" "Outlier" "10.1016/S0883-9026(97)00103-1" 1999 "Journal of Business Venturing" "116" "4.2039999999999997" "63" "article" 0 "0" "Correlation Owner resources and net cash flow/log of employment growth." "NA" "NA" 195 0.01 "r" 0.0100003333533347 "Mean of correlation net cash flow (.03) and correlation log of employment growth (-.01)" "NA" "NA" 195 "NA" "NA" "NA" "NA" "r" "0.01" 0.0100003333533348 7.11236625150491e-17 0 0 0 NA NA
"Crook" "Carmeli" "Outlier" "10.1002/smj.428" 2004 "Scandinavian Journal of Management" "34" "1.0760000000000001" "25" "article" 0 "0" "Correlation Strategic human capital and self income ratio/collecting efficiency ratio" "NA" "NA" 98 0.4 "r" 0.423648930193602 "Table 1. Self income ratio and efficience ratio = financial performance. Correlation financial performance and HC: \"Human capital is significantly and positively associated with financial performance (r = .40, p < 0.001)\"" "NA" "NA" 98 "NA" "NA" "NA" "NA" "r" "0.4" 0.423648930193602 0 0 0 0 NA NA
"Crook" "Carpenter" "Normal" "10.2307/3069366" 2001 "Academy of Management Journal" "227" "6.2329999999999997" "77" "article" 0 "0" "Correlation CEO international assignment experience and ROA/Stock market returns" "NA" "NA" 245 0.11 "r" 0.110446915790097 "Table 1, row 4. Mean of ROA (.11) and stock market returns (.10)" "NA" "NA" 245 "NA" "NA" "NA" "NA" "r" "0.105" 0.105388447838499 -0.0050584679515981 0 0 0 NA NA
"Crook" "De Carolis" "Normal" "10.1111/j.1540-6520.2009.00302.x" 2009 "Entrepreneurship Theory and Practice" "80" "3.4140000000000001" "59" "article" 0 "0" "Correlation education/relational capital and progression of new venture creation." "NA" "NA" 269 0.22 "r" 0.223656109021832 "Table 1, row 10. Mean of education (.05) and relational capital (.36)" "NA" "NA" 269 "NA" "NA" "NA" "NA" "r" "0.20499999999999999" 0.207946365635212 -0.0157097433866203 0 0 0 NA NA
"Crook" "Edelman" "Outlier" "10.1016/j.jbusvent.2004.01.004" 2005 "Journal of Business Venturing" "116" "4.2039999999999997" "63" "article" 0 "0" "Correlation managerial talent and change in return on sales." "NA" "NA" 192 0.01 "r" 0.0100003333533347 "Table 1, bottom row. Managerial talent = interpersonal skills and business skills." "NA" "NA" 192 "NA" "NA" "NA" "NA" "r" "1.2500000000000001E-2" 0.0125006511027086 0.00250031774937389 0 0 0 NA NA
"Crook" "Frese" "Outlier" "10.1037/0021-9010.92.6.1481" 2007 "Journal of Applied Psychology" "195" "3.81" "69" "article" 0 "0" "Correlation cognitive ability/human capital and growth/expert evaluation/interviewer evaluation." "NA" "NA" 117 0.38 "r" 0.400059650056057 "Table 2, south african sample. Mean of cognitive ability (.19/.46/.54) and human capital (.22/.42/.45) to Growth, Expert evaluation, and interviewer evaluation." "NA" "NA" 117 "NA" "NA" "NA" "NA" "r" "0.38" 0.400059650056056 -4.9960036108132e-16 0 0 0 NA NA
"Crook" "Garg" "Normal" "10.1002/smj.335" 2003 "Strategic Management Journal" "199" "3.38" "71" "article" 0 "0" "Correlation of Level of scanning and accounting return/sales growth/overall performance." "NA" "NA" 105 0.09 "r" 0.0902441878561468 "Table 3, column 2. Mean of accounting return (.06), sales growth (.09) and overall performance (.13)" "NA" "NA" 105 "NA" "NA" "NA" "NA" "r" "9.3299999999999994E-2" 0.0936057710440732 0.0033615831879264 0 0 0 NA NA
"Crook" "Hmieleski" "Normal" "10.5465/AMJ.2009.41330755" 2009 "Academy of Management Journal" "227" "6.2329999999999997" "77" "article" 0 "0" "Correlation of education and entrepreneurial experience and revenue growth/employment growth" "NA" "NA" 201 0.05 "r" 0.0500417292784913 "Table 1, column 6 and 8. Mean of Education on revenue and employment growth (.09 and .04), same for entrepreneurial experience (.06 and .02)" "NA" "NA" 201 "NA" "NA" "NA" "NA" "r" "5.2499999999999998E-2" 0.0525483142999775 0.00250658502148623 0 0 0 NA NA
"Crook" "Kor Leblebici" "Outlier" "10.1002/smj.485" 2005 "Strategic Management Journal" "199" "3.38" "71" "article" 0 "0" "Correlation of human capital leverage and profit per partner." "NA" "NA" 105 0.56 "r" 0.632833186665638 "Table 2, row 15 column 1." "NA" "NA" 105 "NA" "NA" "NA" "NA" "r" "0.56000000000000005" 0.632833186665638 0 0 0 0 NA NA
"Crook" "Kor Mahoney" "Normal" "10.1002/smj.459" 2005 "Strategic Management Journal" "199" "3.38" "71" "article" 0 "0" "Correlation Top management firm-specific experience and Tobin's Q." "NA" "NA" 60 -0.07 "r" -0.0701146706543252 "Table 1. Firm specific experience of top managers" "NA" "NA" 60 "NA" "NA" "NA" "NA" "r" "-7.0000000000000007E-2" -0.0701146706543252 0 0 0 0 NA NA
"Crook" "Lee" "Outlier" "10.1002/smj.181" 2001 "Strategic Management Journal" "199" "3.38" "71" "article" 0 "0" "Correlation Internal capabilities and Sales Growth" "NA" "NA" 137 0.47 "r" 0.510070336613307 "Table 1, row 2. Internal capabilities = Entrepreneurial orientation" "NA" "NA" 137 "NA" "NA" "NA" "NA" "r" "0.47" 0.51007 -3.36613307005962e-07 0 0 0 NA NA
"Crook" "Nixon" "Normal" "10.1002/smj.423" 2004 "Strategic Management Journal" "199" "3.38" "71" "article" 0 "0" "Correlation Level of downsizing/reallocation
strategy/disengagement incentive and Market valuation of the firm" "NA" "NA" 364 0.18 "r" 0.181982688600706 "The dependent variable is market valuation of the firm, operationalized as the cumulative abnor mal daily stock returns (CAR) observed at the time of the downsizing announcement. Table 1. Mean Level of downsizing (-.10), reallocation strategy (.14), disengagement incentive (.03) chosen. Market valuation of the firm\" = \"Market performance\"" "NA" "NA" 364 "NA" "NA" "NA" "NA" "r" "2.3333E-2" 0.0233372357701539 -0.158645452830552 3 1 0 NA "I followed the steps according to the MA- market performance is the only variable that makes sense, so this must be the relationship that has been picked by the authors."
"Crook" "Ployhart" "Outlier" "10.5465/AMJ.2009.44635041" 2009 "Academy of Management Journal" "227" "6.2329999999999997" "77" "article" 0 "0" "Correlation Unit service orientation and Sales per employee/adjusted controllable profit/percentage
sales growth." "NA" "NA" 1255 0.02 "r" 0.0200026673068496 "Table 1. Mean of USO1 with SSS2 (0.09) ,ACP2 (-0.04), SE2 (-0.02) + USO2  with SSS3 (0), ACP3 (0.05) ,SE3 (0.06) + USO3 with SSS4 (0.01), ACP4 (0.04), SE4 (0.07)" "NA" "NA" 1255 "NA" "NA" "NA" "NA" "r" "2.8888879999999999E-2" 0.0288969205990085 0.0088942532921589 0 3 0 NA NA
"Crook" "Powell" "Normal" "10.1002/(SICI)1097-0266(199705)18:5 375::AID-SMJ876 3.0.CO;2-7" 1997 "Strategic Management Journal" "199" "3.38" "71" "article" 0 "0" "Correlation IT training and IT performance/Overall performance." "NA" "NA" 65 0.38 "r" 0.400059650056057 "Table in Appendix. Column 9, bottom 2 rows. Mean IT performance (0.5) and overall performance (0.26)" "NA" "NA" 65 "NA" "NA" "NA" "NA" "r" "0.38" 0.400059650056056 -4.9960036108132e-16 0 0 0 NA NA
"Crook" "Roth" "Normal" "10.2307/256733" 1995 "Academy of Management Journal" "227" "6.2329999999999997" "77" "article" 0 "0" "Correlation Locus of control: information-gathering
style/information evaluation style/broad-based experience, marketing/management, technical management/core business experience/international experience and income growth." "NA" "NA" 74 0.01 "r" 0.0100003333533347 "Table 2, bottom row. Mean Locus of control (-.11) information-gathering
style (.15), information evaluation style (.01), broad-based experience (-.09), marketing/management (.05), technical management (-.12) core business experience (.13) international experience (.08)" "NA" "NA" 74 "NA" "NA" "NA" "NA" "r" "1.2500000000000001E-2" 0.0125006511027086 0.00250031774937389 0 0 0 NA NA
"Crook" "Schlemmer" "Outlier" "10.1080/10196780600999924" 2006 "Electronic Markets" "13" "1.4039999999999999" "18" "article" 0 "0" "Correlation Integration and Internet performance/Financial performance." "NA" "NA" 106 0.38 "r" 0.400059650056057 "Table 3, row intgr. Mean of internet performance (.431) and financial performance (.331)" "NA" "NA" 106 "NA" "NA" "NA" "NA" "r" "0.38100000000000001" 0.401228940362348 0.00116929030629104 0 0 0 NA NA
